12.2 million with 512 Dimensions vectors.


system : m20 base cluster + 3 * s50 search nodes.

Non Staggered :
Host CPU count 192
======================================================================================================================================================
Pipeline                                 RPM      Threads  Sample   Reqs     NumCand   topK    P50(ms)    P70(ms)    P95(ms)    P99(ms)   
functionalHybdrid                        100000   512      100      100000   500       250      224.39     304.19     1373.39    7122.51   
functionalHybdrid                        100000   512      100      100000   500       500      366.43     456.97     1475.21    6794.88   
VectorSearchOnly                         100000   64       100      100000   100       100      20.50      30.16      82.75      135.83    
VectorSearchOnly                         100000   64       100      100000   300       100      21.53      30.27      78.55      125.43    
VectorSearchOnly                         100000   64       100      100000   500       100      25.01      33.01      69.57      108.20    
VectorSearchOnly                         100000   64       100      100000   500       250      54.16      71.63      201.78     281.77    
VectorSearchOnly                         100000   64       100      100000   500       500      75.92      105.00     263.92     341.36    
VectorSearchOnly                         100000   128      100      100000   100       100      44.99      66.42      148.35     229.49    
VectorSearchOnly                         100000   128      100      100000   300       100      45.24      67.06      148.03     227.93    
VectorSearchOnly                         100000   128      100      100000   500       100      45.61      66.64      145.66     222.71    
VectorSearchOnly                         100000   128      100      100000   500       250      110.45     162.08     363.69     487.89    
VectorSearchOnly                         100000   128      100      100000   500       500      192.62     260.49     447.39     580.93    
VectorSearchOnly                         100000   256      100      100000   100       100      52.49      80.99      173.56     259.46    
VectorSearchOnly                         100000   256      100      100000   300       100      51.61      77.09      160.49     235.65    
VectorSearchOnly                         100000   256      100      100000   500       100      61.30      92.69      202.94     317.78    
VectorSearchOnly                         100000   256      100      100000   500       250      150.05     230.01     474.92     660.24    
VectorSearchOnly                         100000   256      100      100000   500       500      296.04     393.53     691.36     982.42    
VectorSearchOnly                         100000   512      100      100000   100       100      75.66      117.16     261.70     394.27    
VectorSearchOnly                         100000   512      100      100000   300       100      62.87      92.41      188.05     286.39    
VectorSearchOnly                         100000   512      100      100000   500       100      74.81      113.20     260.80     448.54    
VectorSearchOnly                         100000   512      100      100000   500       250      196.00     322.07     834.45     5197.64   
VectorSearchOnly                         100000   512      100      100000   500       500      327.71     463.32     1356.43    19355.69  
======================================================================================================================================================

Staggered :

Host CPU count: 64
==========================================================================================================================================================================
Pipeline                       RPM Target RPM Actual Threads  Sample   Reqs     Completed  Errors   NumCand   TopK     P50(ms)    P70(ms)    P95(ms)    P99(ms)   
==========================================================================================================================================================================
functionalHybrid               1000       1000.5     64       100      1000     1000  (100.0%) 0        100       100      17.06      18.36      23.83      30.11     
functionalHybrid               1000       1000.5     64       100      1000     1000  (100.0%) 0        300       100      18.27      19.00      24.68      40.30     
functionalHybrid               1000       1000.5     64       100      1000     1000  (100.0%) 0        500       100      19.49      20.14      25.59      43.65     
functionalHybrid               1000       1000.2     64       100      1000     1000  (100.0%) 0        500       250      32.92      33.84      49.39      102.63    
functionalHybrid               1000       997.8      64       100      1000     1000  (100.0%) 0        500       500      52.39      54.20      134.99     243.33    
functionalHybrid               1000       1000.3     128      100      1000     1000  (100.0%) 0        100       100      16.76      17.31      21.07      27.60     
functionalHybrid               1000       1000.2     128      100      1000     1000  (100.0%) 0        300       100      18.16      18.82      22.19      25.98     
functionalHybrid               1000       1000.3     128      100      1000     1000  (100.0%) 0        500       100      19.33      20.04      22.47      25.59     
functionalHybrid               1000       1000.0     128      100      1000     1000  (100.0%) 0        500       250      32.55      33.30      43.39      95.79     
functionalHybrid               1000       999.7      128      100      1000     1000  (100.0%) 0        500       500      52.35      53.74      80.38      176.97    
functionalHybrid               1000       1000.0     256      100      1000     1000  (100.0%) 0        100       100      16.43      17.13      18.85      22.07     
functionalHybrid               1000       999.9      256      100      1000     1000  (100.0%) 0        300       100      18.14      18.69      20.43      23.79     
functionalHybrid               1000       1000.0     256      100      1000     1000  (100.0%) 0        500       100      19.58      20.28      22.25      25.66     
functionalHybrid               1000       999.8      256      100      1000     1000  (100.0%) 0        500       250      32.65      33.55      40.45      95.61     
functionalHybrid               1000       999.4      256      100      1000     1000  (100.0%) 0        500       500      52.31      53.67      80.67      178.16    
VectorSearchOnly               1000       1000.6     64       100      1000     1000  (100.0%) 0        100       100      12.47      12.84      14.18      16.73     
VectorSearchOnly               1000       1000.5     64       100      1000     1000  (100.0%) 0        300       100      13.79      14.05      15.74      17.90     
VectorSearchOnly               1000       1000.5     64       100      1000     1000  (100.0%) 0        500       100      15.01      15.49      17.19      18.60     
VectorSearchOnly               1000       1000.4     64       100      1000     1000  (100.0%) 0        500       250      25.46      26.23      30.21      38.99     
VectorSearchOnly               1000       1000.1     64       100      1000     1000  (100.0%) 0        500       500      40.50      41.71      67.83      175.43    
VectorSearchOnly               1000       1000.4     128      100      1000     1000  (100.0%) 0        100       100      12.36      12.75      13.87      15.53     
VectorSearchOnly               1000       1000.3     128      100      1000     1000  (100.0%) 0        300       100      13.67      14.34      15.49      17.00     
VectorSearchOnly               1000       1000.3     128      100      1000     1000  (100.0%) 0        500       100      15.01      15.68      17.06      18.41     
VectorSearchOnly               1000       1000.2     128      100      1000     1000  (100.0%) 0        500       250      25.43      26.22      29.10      35.92     
VectorSearchOnly               1000       1000.0     128      100      1000     1000  (100.0%) 0        500       500      40.47      41.58      58.73      151.39    
VectorSearchOnly               1000       1000.1     256      100      1000     1000  (100.0%) 0        100       100      12.12      12.62      13.83      15.50     
VectorSearchOnly               1000       999.9      256      100      1000     1000  (100.0%) 0        300       100      13.66      14.13      15.38      16.64     
VectorSearchOnly               1000       1000.1     256      100      1000     1000  (100.0%) 0        500       100      15.10      15.66      16.89      18.06     
VectorSearchOnly               1000       999.8      256      100      1000     1000  (100.0%) 0        500       250      25.80      26.97      33.73      39.45     
VectorSearchOnly               1000       999.6      256      100      1000     1000  (100.0%) 0        500       500      40.63      42.01      64.49      156.58    
functionalHybrid               10000      102930.0   64       100      10000    10000 (100.0%) 0        100       100      17.21      22.18      65.75      117.79    
functionalHybrid               10000      102245.9   64       100      10000    10000 (100.0%) 0        300       100      18.68      20.73      49.57      98.31     
functionalHybrid               10000      101327.9   64       100      10000    10000 (100.0%) 0        500       100      21.04      23.08      35.91      93.39     
functionalHybrid               10000      53011.2    64       100      10000    10000 (100.0%) 0        500       250      52.74      75.30      165.53     228.16    
functionalHybrid               10000      38473.1    64       100      10000    10000 (100.0%) 0        500       500      79.08      106.74     204.71     264.35    
functionalHybrid               10000      103992.0   128      100      10000    10000 (100.0%) 0        100       100      16.31      18.43      61.88      130.08    
functionalHybrid               10000      111439.4   128      100      10000    10000 (100.0%) 0        300       100      38.69      57.74      135.88     211.82    
functionalHybrid               10000      105791.9   128      100      10000    10000 (100.0%) 0        500       100      23.51      31.10      90.23      159.66    
functionalHybrid               10000      51383.4    128      100      10000    10000 (100.0%) 0        500       250      86.90      131.20     278.13     414.40    
functionalHybrid               10000      37841.4    128      100      10000    10000 (100.0%) 0        500       500      175.18     234.14     378.90     476.67    
functionalHybrid               10000      108809.6   256      100      10000    10000 (100.0%) 0        100       100      29.95      43.53      110.25     181.37    
functionalHybrid               10000      106702.1   256      100      10000    10000 (100.0%) 0        300       100      41.23      66.63      169.90     265.35    
functionalHybrid               10000      109124.4   256      100      10000    10000 (100.0%) 0        500       100      45.69      70.23      163.26     243.86    
functionalHybrid               10000      51647.2    256      100      10000    10000 (100.0%) 0        500       250      57.98      76.74      195.72     321.29    
functionalHybrid               10000      31859.6    256      100      10000    10000 (100.0%) 0        500       500      240.19     315.54     568.36     6332.04   
functionalHybrid               10000      102257.7   512      100      10000    10000 (100.0%) 0        100       100      74.82      97.35      239.96     868.36    
functionalHybrid               10000      108175.3   512      100      10000    10000 (100.0%) 0        300       100      34.12      48.11      116.24     183.08    
functionalHybrid               10000      95442.7    512      100      10000    10000 (100.0%) 0        500       100      84.53      104.41     596.84     2353.91   
functionalHybrid               10000      41362.4    512      100      10000    10000 (100.0%) 0        500       250      314.79     450.59     2004.40    8676.21   
functionalHybrid               10000      29660.5    512      100      10000    10000 (100.0%) 0        500       500      415.93     498.91     1943.89    17927.30  
VectorSearchOnly               10000      102066.0   64       100      10000    10000 (100.0%) 0        100       100      15.40      18.65      44.26      92.53     
VectorSearchOnly               10000      106911.8   64       100      10000    10000 (100.0%) 0        300       100      27.09      36.79      83.16      135.15    
VectorSearchOnly               10000      98794.4    64       100      10000    10000 (100.0%) 0        500       100      16.57      18.28      31.12      59.61     
VectorSearchOnly               10000      52899.7    64       100      10000    10000 (100.0%) 0        500       250      50.71      68.41      142.81     203.01    
VectorSearchOnly               10000      32234.1    64       100      10000    10000 (100.0%) 0        500       500      113.31     131.97     187.04     225.64    
VectorSearchOnly               10000      108081.2   128      100      10000    10000 (100.0%) 0        100       100      29.81      49.74      131.49     213.86    
VectorSearchOnly               10000      108739.0   128      100      10000    10000 (100.0%) 0        300       100      37.50      57.50      136.22     224.31    
VectorSearchOnly               10000      108777.1   128      100      10000    10000 (100.0%) 0        500       100      36.62      55.46      136.59     223.50    
VectorSearchOnly               10000      53588.6    128      100      10000    10000 (100.0%) 0        500       250      51.68      83.51      212.13     348.16    
VectorSearchOnly               10000      36498.4    128      100      10000    10000 (100.0%) 0        500       500      59.07      74.69      110.36     167.62    
VectorSearchOnly               10000      104241.1   256      100      10000    10000 (100.0%) 0        100       100      17.19      26.74      79.67      137.46    
VectorSearchOnly               10000      106813.9   256      100      10000    10000 (100.0%) 0        300       100      29.71      45.68      117.19     197.92    
VectorSearchOnly               10000      107048.3   256      100      10000    10000 (100.0%) 0        500       100      37.38      53.89      127.13     205.24    
VectorSearchOnly               10000      52031.1    256      100      10000    10000 (100.0%) 0        500       250      133.07     185.60     377.23     3832.72   
VectorSearchOnly               10000      36023.0    256      100      10000    10000 (100.0%) 0        500       500      274.24     362.81     675.56     9052.08   
VectorSearchOnly               10000      107275.5   512      100      10000    10000 (100.0%) 0        100       100      25.92      40.44      109.85     187.69    
VectorSearchOnly               10000      107903.4   512      100      10000    10000 (100.0%) 0        300       100      28.05      42.58      109.52     177.31    
VectorSearchOnly               10000      107034.9   512      100      10000    10000 (100.0%) 0        500       100      32.65      47.84      119.25     182.79    
VectorSearchOnly               10000      53684.7    512      100      10000    10000 (100.0%) 0        500       250      109.50     161.47     309.82     436.52    
VectorSearchOnly               10000      36218.1    512      100      10000    10000 (100.0%) 0        500       500      214.78     292.35     589.27     1324.02   
functionalHybrid               50000      103883.2   64       100      50000    50000 (100.0%) 0        100       100      28.19      38.62      82.24      137.24    
functionalHybrid               50000      100799.4   64       100      50000    50000 (100.0%) 0        300       100      18.18      19.54      39.36      78.62     
functionalHybrid               50000      101632.1   64       100      50000    50000 (100.0%) 0        500       100      24.49      31.00      69.21      113.53    
functionalHybrid               50000      50836.6    64       100      50000    50000 (100.0%) 0        500       250      53.81      72.89      148.03     542.67    
functionalHybrid               50000      36906.5    64       100      50000    50000 (100.0%) 0        500       500      81.98      93.20      146.21     588.15    
functionalHybrid               50000      104066.1   128      100      50000    50000 (100.0%) 0        100       100      17.26      29.66      108.74     202.88    
functionalHybrid               50000      105525.0   128      100      50000    50000 (100.0%) 0        300       100      20.11      34.36      111.30     197.19    
functionalHybrid               50000      105060.6   128      100      50000    50000 (100.0%) 0        500       100      23.90      35.83      108.38     203.01    
functionalHybrid               50000      43328.2    128      100      50000    50000 (100.0%) 0        500       250      150.15     180.56     290.74     685.95    
functionalHybrid               50000      28615.7    128      100      50000    50000 (100.0%) 0        500       500      228.72     306.75     660.60     830.62    
functionalHybrid               50000      62009.0    256      100      50000    50000 (100.0%) 0        100       100      187.95     192.73     680.16     769.37    
functionalHybrid               50000      105986.2   256      100      50000    50000 (100.0%) 0        300       100      19.74      27.10      152.40     265.92    
functionalHybrid               50000      96323.0    256      100      50000    50000 (100.0%) 0        500       100      85.49      106.21     198.50     463.19    
functionalHybrid               50000      42155.3    256      100      50000    50000 (100.0%) 0        500       250      205.31     250.30     749.66     1060.24   
functionalHybrid               50000      28351.5    256      100      50000    50000 (100.0%) 0        500       500      353.31     428.24     938.65     1758.70   
functionalHybrid               50000      60064.7    512      100      50000    50000 (100.0%) 0        100       100      395.30     565.57     1089.34    1480.26   
functionalHybrid               50000      100018.4   512      100      50000    50000 (100.0%) 0        300       100      74.78      98.18      223.47     803.91    
functionalHybrid               50000      98589.7    512      100      50000    50000 (100.0%) 0        500       100      40.72      72.15      139.83     515.73    
functionalHybrid               50000      41632.7    512      100      50000    50000 (100.0%) 0        500       250      229.34     319.81     1365.17    8277.47   
functionalHybrid               50000      23270.9    512      100      50000    50000 (100.0%) 0        500       500      398.87     470.07     2091.92    14482.77  
VectorSearchOnly               50000      98182.9    64       100      50000    50000 (100.0%) 0        100       100      12.74      14.46      20.70      28.77     
VectorSearchOnly               50000      99123.8    64       100      50000    50000 (100.0%) 0        300       100      13.52      14.76      33.01      87.48     
VectorSearchOnly               50000      96587.2    64       100      50000    50000 (100.0%) 0        500       100      15.49      16.75      21.12      36.04     
VectorSearchOnly               50000      50942.7    64       100      50000    50000 (100.0%) 0        500       250      32.76      38.46      82.35      204.09    
VectorSearchOnly               50000      34439.3    64       100      50000    50000 (100.0%) 0        500       500      88.52      118.75     267.04     351.69    
VectorSearchOnly               50000      101743.7   128      100      50000    50000 (100.0%) 0        100       100      11.73      13.22      74.47      157.60    
VectorSearchOnly               50000      101757.4   128      100      50000    50000 (100.0%) 0        300       100      13.70      15.36      79.44      156.22    
VectorSearchOnly               50000      101129.1   128      100      50000    50000 (100.0%) 0        500       100      15.66      17.46      55.34      134.61    
VectorSearchOnly               50000      49472.5    128      100      50000    50000 (100.0%) 0        500       250      112.30     158.28     356.62     500.54    
VectorSearchOnly               50000      31494.9    128      100      50000    50000 (100.0%) 0        500       500      226.22     273.34     436.44     544.84    
VectorSearchOnly               50000      104184.5   256      100      50000    50000 (100.0%) 0        100       100      14.20      50.37      206.97     362.54    
VectorSearchOnly               50000      102224.4   256      100      50000    50000 (100.0%) 0        300       100      18.04      45.77      188.00     336.03    
VectorSearchOnly               50000      103765.7   256      100      50000    50000 (100.0%) 0        500       100      34.91      66.29      160.69     251.88    
VectorSearchOnly               50000      51262.4    256      100      50000    50000 (100.0%) 0        500       250      35.47      44.26      186.49     308.87    
VectorSearchOnly               50000      35355.5    256      100      50000    50000 (100.0%) 0        500       500      56.50      71.85      244.67     451.16    
VectorSearchOnly               50000      93323.8    512      100      50000    50000 (100.0%) 0        100       100      30.35      74.29      605.76     1002.94   
VectorSearchOnly               50000      101039.4   512      100      50000    50000 (100.0%) 0        300       100      24.11      56.71      160.74     427.23    
VectorSearchOnly               50000      103050.4   512      100      50000    50000 (100.0%) 0        500       100      31.62      59.54      169.47     269.78    
VectorSearchOnly               50000      48125.6    512      100      50000    50000 (100.0%) 0        500       250      85.55      176.91     451.87     762.84    
VectorSearchOnly               50000      32618.9    512      100      50000    49999 (100.0%) 1        500       500      316.83     461.04     1043.70    4773.23   
functionalHybrid               100000     102295.4   64       100      100000   100000(100.0%) 0        100       100      26.71      33.62      71.23      111.51    
functionalHybrid               100000     101915.5   64       100      100000   100000(100.0%) 0        300       100      24.88      32.87      71.93      110.74    
functionalHybrid               100000     99539.0    64       100      100000   100000(100.0%) 0        500       100      30.18      37.71      59.43      91.80     
functionalHybrid               100000     49715.1    64       100      100000   100000(100.0%) 0        500       250      61.05      76.19      123.71     877.27    
functionalHybrid               100000     30244.7    64       100      100000   100000(100.0%) 0        500       500      116.08     139.91     191.92     1027.64   
functionalHybrid               100000     103298.4   128      100      100000   100000(100.0%) 0        100       100      64.25      80.79      134.53     214.95    
functionalHybrid               100000     103000.2   128      100      100000   100000(100.0%) 0        300       100      22.00      27.47      81.93      161.71    
functionalHybrid               100000     86039.5    128      100      100000   100000(100.0%) 0        500       100      33.86      83.68      105.84     169.29    
functionalHybrid               100000     45435.5    128      100      100000   100000(100.0%) 0        500       250      136.27     171.95     283.08     1116.29   
functionalHybrid               100000     29077.5    128      100      100000   100000(100.0%) 0        500       500      257.06     309.10     468.43     1266.73   
functionalHybrid               100000     77807.9    256      100      100000   100000(100.0%) 0        100       100      94.44      160.60     262.50     1165.29   
functionalHybrid               100000     102289.4   256      100      100000   100000(100.0%) 0        300       100      25.56      45.57      150.67     288.55    
functionalHybrid               100000     96112.0    256      100      100000   100000(100.0%) 0        500       100      35.06      73.03      123.37     167.39    
functionalHybrid               100000     41145.0    256      100      100000   99894 (99.9%) 106      500       250      198.87     232.36     481.88     1304.67   
functionalHybrid               100000     31025.3    256      100      100000   100000(100.0%) 0        500       500      329.72     409.91     1391.68    3385.33   
functionalHybrid               100000     98021.2    512      100      100000   100000(100.0%) 0        100       100      69.59      91.71      221.98     851.10    
functionalHybrid               100000     98560.4    512      100      100000   100000(100.0%) 0        300       100      48.76      63.04      154.00     477.61    
functionalHybrid               100000     98782.2    512      100      100000   100000(100.0%) 0        500       100      61.83      85.80      273.53     999.18    
functionalHybrid               100000     41374.7    512      100      100000   100000(100.0%) 0        500       250      229.29     319.35     1504.02    8766.06   
functionalHybrid               100000     24456.6    512      100      100000   99833 (99.8%) 167      500       500      381.14     444.38     2226.45    17179.46  
VectorSearchOnly               100000     98625.0    64       100      100000   100000(100.0%) 0        100       100      11.49      12.30      34.26      93.67     
VectorSearchOnly               100000     97108.0    64       100      100000   100000(100.0%) 0        300       100      13.43      14.36      24.10      65.67     
VectorSearchOnly               100000     96326.1    64       100      100000   100000(100.0%) 0        500       100      15.58      16.97      23.34      51.70     
VectorSearchOnly               100000     42827.3    64       100      100000   100000(100.0%) 0        500       250      51.00      79.08      121.22     450.87    
VectorSearchOnly               100000     31665.4    64       100      100000   100000(100.0%) 0        500       500      104.19     123.64     229.66     478.20    
VectorSearchOnly               100000     104416.1   128      100      100000   100000(100.0%) 0        100       100      12.47      17.25      98.51      190.85    
VectorSearchOnly               100000     101466.9   128      100      100000   100000(100.0%) 0        300       100      13.91      15.51      26.67      80.19     
VectorSearchOnly               100000     101572.4   128      100      100000   100000(100.0%) 0        500       100      15.65      17.33      49.44      128.28    
VectorSearchOnly               100000     50158.8    128      100      100000   100000(100.0%) 0        500       250      40.21      72.63      264.08     532.59    
VectorSearchOnly               100000     34609.0    128      100      100000   100000(100.0%) 0        500       500      55.22      68.41      306.81     515.89    
VectorSearchOnly               100000     100826.6   256      100      100000   100000(100.0%) 0        100       100      12.07      13.69      55.19      145.93    
VectorSearchOnly               100000     100652.7   256      100      100000   100000(100.0%) 0        300       100      17.43      23.69      117.69     212.06    
VectorSearchOnly               100000     102269.4   256      100      100000   100000(100.0%) 0        500       100      21.16      51.03      159.49     255.84    
VectorSearchOnly               100000     34551.1    256      100      100000   100000(100.0%) 0        500       250      354.71     444.44     809.68     964.50    
VectorSearchOnly               100000     32251.7    256      100      100000   99894 (99.9%) 106      500       500      269.81     333.81     705.41     1124.36   
VectorSearchOnly               100000     68201.0    512      100      100000   100000(100.0%) 0        100       100      348.74     424.84     991.28     1382.86   
VectorSearchOnly               100000     102177.0   512      100      100000   100000(100.0%) 0        300       100      25.38      65.03      226.50     499.92    
VectorSearchOnly               100000     100759.4   512      100      100000   100000(100.0%) 0        500       100      17.71      21.74      85.74      178.64    
VectorSearchOnly               100000     48418.3    512      100      100000   100000(100.0%) 0        500       250      43.16      134.47     638.67     2205.64   
VectorSearchOnly               100000     33073.3    512      100      100000   100000(100.0%) 0        500       500      68.08      183.00     568.57     1142.01   
==========================================================================================================================================================================

run(2)
Host CPU count: 64
==========================================================================================================================================================================
Pipeline                       RPM Target RPM Actual Threads  Sample   Reqs     Completed  Errors   NumCand   TopK     P50(ms)    P70(ms)    P95(ms)    P99(ms)   
==========================================================================================================================================================================
functionalHybrid               1000       1000.5     64       100      1000     1000  (100.0%) 0        100       100      16.80      17.33      17.99      18.77     
functionalHybrid               1000       1000.5     64       100      1000     1000  (100.0%) 0        300       100      18.00      18.52      19.72      20.29     
functionalHybrid               1000       1000.5     64       100      1000     1000  (100.0%) 0        500       100      19.44      19.81      21.41      22.02     
functionalHybrid               1000       1000.2     64       100      1000     1000  (100.0%) 0        500       250      32.05      32.75      34.67      35.07     
functionalHybrid               1000       999.9      64       100      1000     1000  (100.0%) 0        500       500      51.90      52.82      54.94      57.26     
functionalHybrid               1000       1000.4     128      100      1000     1000  (100.0%) 0        100       100      16.44      16.81      17.82      18.51     
functionalHybrid               1000       1000.2     128      100      1000     1000  (100.0%) 0        300       100      17.98      18.67      19.68      20.23     
functionalHybrid               1000       1000.3     128      100      1000     1000  (100.0%) 0        500       100      19.30      19.85      21.40      22.28     
functionalHybrid               1000       1000.0     128      100      1000     1000  (100.0%) 0        500       250      32.43      33.30      34.60      35.66     
functionalHybrid               1000       999.7      128      100      1000     1000  (100.0%) 0        500       500      51.93      52.68      54.95      57.64     
functionalHybrid               1000       1000.0     256      100      1000     1000  (100.0%) 0        100       100      16.70      17.05      18.02      18.56     
functionalHybrid               1000       999.9      256      100      1000     1000  (100.0%) 0        300       100      17.99      18.43      19.52      20.40     
functionalHybrid               1000       1000.1     256      100      1000     1000  (100.0%) 0        500       100      19.24      19.61      21.00      21.79     
functionalHybrid               1000       999.7      256      100      1000     1000  (100.0%) 0        500       250      32.18      33.07      34.67      35.92     
functionalHybrid               1000       999.5      256      100      1000     1000  (100.0%) 0        500       500      51.36      52.51      54.59      56.02     
VectorSearchOnly               1000       1000.6     64       100      1000     1000  (100.0%) 0        100       100      12.09      12.60      13.19      13.92     
VectorSearchOnly               1000       1000.5     64       100      1000     1000  (100.0%) 0        300       100      13.38      13.96      14.98      15.72     
VectorSearchOnly               1000       1000.5     64       100      1000     1000  (100.0%) 0        500       100      14.94      15.48      17.00      17.95     
VectorSearchOnly               1000       1000.3     64       100      1000     1000  (100.0%) 0        500       250      24.85      25.65      27.00      28.43     
VectorSearchOnly               1000       1000.1     64       100      1000     1000  (100.0%) 0        500       500      39.45      40.37      42.14      44.51     
VectorSearchOnly               1000       1000.5     128      100      1000     1000  (100.0%) 0        100       100      12.11      12.69      13.51      14.03     
VectorSearchOnly               1000       1000.3     128      100      1000     1000  (100.0%) 0        300       100      13.56      14.09      15.15      15.77     
VectorSearchOnly               1000       1000.3     128      100      1000     1000  (100.0%) 0        500       100      14.56      15.15      16.47      17.24     
VectorSearchOnly               1000       1000.2     128      100      1000     1000  (100.0%) 0        500       250      24.54      25.34      27.21      28.40     
VectorSearchOnly               1000       999.8      128      100      1000     1000  (100.0%) 0        500       500      39.50      40.36      42.43      44.40     
VectorSearchOnly               1000       1000.1     256      100      1000     1000  (100.0%) 0        100       100      12.11      12.68      13.39      13.95     
VectorSearchOnly               1000       1000.1     256      100      1000     1000  (100.0%) 0        300       100      13.42      13.90      15.05      16.05     
VectorSearchOnly               1000       1000.1     256      100      1000     1000  (100.0%) 0        500       100      14.83      15.28      16.69      17.73     
VectorSearchOnly               1000       999.7      256      100      1000     1000  (100.0%) 0        500       250      24.91      25.62      26.93      28.00     
VectorSearchOnly               1000       999.5      256      100      1000     1000  (100.0%) 0        500       500      39.61      40.44      42.12      43.91     
functionalHybrid               10000      103037.2   64       100      10000    10000 (100.0%) 0        100       100      16.19      18.20      53.88      107.09    
functionalHybrid               10000      105171.7   64       100      10000    10000 (100.0%) 0        300       100      20.25      25.70      63.43      109.42    
functionalHybrid               10000      108797.8   64       100      10000    10000 (100.0%) 0        500       100      27.67      35.01      74.14      121.38    
functionalHybrid               10000      53232.3    64       100      10000    10000 (100.0%) 0        500       250      53.63      75.61      160.90     224.39    
functionalHybrid               10000      38289.5    64       100      10000    10000 (100.0%) 0        500       500      80.11      107.63     202.91     261.44    
functionalHybrid               10000      107582.0   128      100      10000    10000 (100.0%) 0        100       100      26.13      43.54      120.55     195.65    
functionalHybrid               10000      111239.2   128      100      10000    10000 (100.0%) 0        300       100      39.40      59.22      134.85     219.37    
functionalHybrid               10000      110572.1   128      100      10000    10000 (100.0%) 0        500       100      41.07      58.71      131.97     209.89    
functionalHybrid               10000      51505.3    128      100      10000    10000 (100.0%) 0        500       250      117.14     168.47     312.50     446.75    
functionalHybrid               10000      37726.5    128      100      10000    10000 (100.0%) 0        500       500      176.42     232.19     378.84     492.76    
functionalHybrid               10000      96713.0    256      100      10000    10000 (100.0%) 0        100       100      45.33      59.22      128.06     1798.98   
functionalHybrid               10000      95567.9    256      100      10000    10000 (100.0%) 0        300       100      78.32      92.84      141.64     2687.69   
functionalHybrid               10000      95132.6    256      100      10000    10000 (100.0%) 0        500       100      78.59      95.01      155.49     1165.36   
functionalHybrid               10000      42021.0    256      100      10000    10000 (100.0%) 0        500       250      196.29     237.14     388.80     13774.68  
functionalHybrid               10000      25468.7    256      100      10000    10000 (100.0%) 0        500       500      343.68     406.68     572.28     18373.18  
functionalHybrid               10000      95861.7    512      100      10000    10000 (100.0%) 0        100       100      82.27      103.97     315.03     927.14    
functionalHybrid               10000      99393.5    512      100      10000    10000 (100.0%) 0        300       100      85.29      106.69     235.23     1005.18   
functionalHybrid               10000      97994.9    512      100      10000    10000 (100.0%) 0        500       100      85.94      106.39     244.33     791.07    
functionalHybrid               10000      48385.1    512      100      10000    10000 (100.0%) 0        500       250      240.39     329.80     895.83     2063.22   
functionalHybrid               10000      31994.5    512      100      10000    10000 (100.0%) 0        500       500      492.97     691.74     2588.05    4846.24   
VectorSearchOnly               10000      105872.6   64       100      10000    10000 (100.0%) 0        100       100      18.98      26.06      72.16      128.11    
VectorSearchOnly               10000      102117.2   64       100      10000    10000 (100.0%) 0        300       100      14.58      19.20      61.21      111.28    
VectorSearchOnly               10000      106672.9   64       100      10000    10000 (100.0%) 0        500       100      22.39      30.15      76.84      131.47    
VectorSearchOnly               10000      52655.7    64       100      10000    10000 (100.0%) 0        500       250      47.68      68.71      155.36     227.51    
VectorSearchOnly               10000      37001.3    64       100      10000    10000 (100.0%) 0        500       500      86.70      114.60     212.51     279.78    
VectorSearchOnly               10000      104597.3   128      100      10000    10000 (100.0%) 0        100       100      12.74      19.71      75.73      152.41    
VectorSearchOnly               10000      109463.2   128      100      10000    10000 (100.0%) 0        300       100      36.37      57.59      140.53     216.43    
VectorSearchOnly               10000      106580.5   128      100      10000    10000 (100.0%) 0        500       100      27.26      46.71      121.20     203.62    
VectorSearchOnly               10000      43931.8    128      100      10000    10000 (100.0%) 0        500       250      160.50     186.69     256.82     319.74    
VectorSearchOnly               10000      36682.2    128      100      10000    10000 (100.0%) 0        500       500      73.72      101.99     272.69     429.27    
VectorSearchOnly               10000      104881.5   256      100      10000    10000 (100.0%) 0        100       100      19.56      30.94      83.94      144.35    
VectorSearchOnly               10000      108104.4   256      100      10000    10000 (100.0%) 0        300       100      31.41      49.34      125.33     199.15    
VectorSearchOnly               10000      108517.7   256      100      10000    10000 (100.0%) 0        500       100      35.52      53.15      125.82     206.57    
VectorSearchOnly               10000      43832.2    256      100      10000    10000 (100.0%) 0        500       250      267.57     394.77     549.31     703.31    
VectorSearchOnly               10000      36921.7    256      100      10000    10000 (100.0%) 0        500       500      368.22     467.30     756.25     1243.33   
VectorSearchOnly               10000      107412.0   512      100      10000    10000 (100.0%) 0        100       100      26.12      41.10      106.43     181.03    
VectorSearchOnly               10000      107353.2   512      100      10000    10000 (100.0%) 0        300       100      33.36      48.77      117.21     188.38    
VectorSearchOnly               10000      108574.4   512      100      10000    10000 (100.0%) 0        500       100      34.67      48.15      113.34     176.04    
VectorSearchOnly               10000      43529.0    512      100      10000    10000 (100.0%) 0        500       250      195.95     618.73     1353.02    1874.55   
VectorSearchOnly               10000      32246.7    512      100      10000    10000 (100.0%) 0        500       500      274.62     332.47     681.69     17838.95  
functionalHybrid               50000      99954.6    64       100      50000    50000 (100.0%) 0        100       100      32.97      41.58      72.23      120.28    
functionalHybrid               50000      97756.4    64       100      50000    50000 (100.0%) 0        300       100      18.46      19.99      32.44      67.46     
